material,material_category,old_material_number,procurement_group,container_reqmts,heel_type,upper_material,lining_material,in_sole_material,assortment_group,material_description,material_group,x_plant_matl_status,description,ext_material_group,brand,characteristic_value,color_number,color_name,characteristic_value,characteristic_value,item_type,text_lab_engineering_office,condition_amount
127-202661,1,202661,,KI,NULL,NA,NA,,,127-202661,M70001904,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202661-001,2,202661,410,KI,,,,,,"127-202661, 10, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,10,1,17,PLASTIC-BRANDED,3495
127-202661-002,2,202661,410,KI,,,,,,"127-202661, 11, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,11,1,17,PLASTIC-BRANDED,3495
127-202661-003,2,202661,410,KI,,,,,,"127-202661, 12, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,12,1,17,PLASTIC-BRANDED,3495
127-202661-004,2,202661,410,KI,,,,,,"127-202661, 13, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,13,1,17,PLASTIC-BRANDED,3495
127-202661-005,2,202661,410,KI,,,,,,"127-202661, 6, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,6,1,17,PLASTIC-BRANDED,3495
127-202661-006,2,202661,410,KI,,,,,,"127-202661, 7, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,7,1,17,PLASTIC-BRANDED,3495
127-202661-007,2,202661,410,KI,,,,,,"127-202661, 8, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,8,1,17,PLASTIC-BRANDED,3495
127-202661-008,2,202661,410,KI,,,,,,"127-202661, 9, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,9,1,17,PLASTIC-BRANDED,3495
127-202661-009,2,202661,410,KI,,,,,,"127-202661, 1, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,1,1,17,PLASTIC-BRANDED,3495
127-202661-010,2,202661,410,KI,,,,,,"127-202661, 2, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,2,1,17,PLASTIC-BRANDED,3495
127-202661-011,2,202661,410,KI,,,,,,"127-202661, 3, BLUE/NAVY, 1",M70001904,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,3,1,17,PLASTIC-BRANDED,3495
127-202663,1,202663,,KI,NULL,NA,NA,,,127-202663,M70001899,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202663-001,2,202663,19,KI,,,,,,"127-202663, 10, GREY, 1",M70001899,5,NOT ASSIGNED,127,CRC,R,14,GREY,10,1,17,PLASTIC-BRANDED,2295
127-202663-002,2,202663,19,KI,,,,,,"127-202663, 12, GREY, 1",M70001899,5,NOT ASSIGNED,127,CRC,R,14,GREY,12,1,17,PLASTIC-BRANDED,2295
127-202663-003,2,202663,19,KI,,,,,,"127-202663, 6, GREY, 1",M70001899,5,NOT ASSIGNED,127,CRC,R,14,GREY,6,1,17,PLASTIC-BRANDED,2295
127-202663-004,2,202663,19,KI,,,,,,"127-202663, 8, GREY, 1",M70001899,5,NOT ASSIGNED,127,CRC,R,14,GREY,8,1,17,PLASTIC-BRANDED,2295
127-202663-005,2,202663,19,KI,,,,,,"127-202663, 1, GREY, 1",M70001899,5,NOT ASSIGNED,127,CRC,R,14,GREY,1,1,17,PLASTIC-BRANDED,2295
127-202663-006,2,202663,19,KI,,,,,,"127-202663, 2, GREY, 1",M70001899,5,NOT ASSIGNED,127,CRC,R,14,GREY,2,1,17,PLASTIC-BRANDED,2295
127-202663-007,2,202663,19,KI,,,,,,"127-202663, 3, GREY, 1",M70001899,5,NOT ASSIGNED,127,CRC,R,14,GREY,3,1,17,PLASTIC-BRANDED,2295
127-202663-008,2,202663,4GL,KI,,,,,,"127-202663, 10, BLUE/YELLO, 1",M70001899,5,NOT ASSIGNED,127,CRC,DY,95,BLUE/YELLO,10,1,17,PLASTIC-BRANDED,2295
127-202663-009,2,202663,4GL,KI,,,,,,"127-202663, 12, BLUE/YELLO, 1",M70001899,5,NOT ASSIGNED,127,CRC,DY,95,BLUE/YELLO,12,1,17,PLASTIC-BRANDED,2295
127-202663-010,2,202663,4GL,KI,,,,,,"127-202663, 6, BLUE/YELLO, 1",M70001899,5,NOT ASSIGNED,127,CRC,DY,95,BLUE/YELLO,6,1,17,PLASTIC-BRANDED,2295
127-202663-011,2,202663,4GL,KI,,,,,,"127-202663, 8, BLUE/YELLO, 1",M70001899,5,NOT ASSIGNED,127,CRC,DY,95,BLUE/YELLO,8,1,17,PLASTIC-BRANDED,2295
127-202663-012,2,202663,4GL,KI,,,,,,"127-202663, 1, BLUE/YELLO, 1",M70001899,5,NOT ASSIGNED,127,CRC,DY,95,BLUE/YELLO,1,1,17,PLASTIC-BRANDED,2295
127-202663-013,2,202663,4GL,KI,,,,,,"127-202663, 2, BLUE/YELLO, 1",M70001899,5,NOT ASSIGNED,127,CRC,DY,95,BLUE/YELLO,2,1,17,PLASTIC-BRANDED,2295
127-202663-014,2,202663,4GL,KI,,,,,,"127-202663, 3, BLUE/YELLO, 1",M70001899,5,NOT ASSIGNED,127,CRC,DY,95,BLUE/YELLO,3,1,17,PLASTIC-BRANDED,2295
127-202664,1,202664,,KI,NULL,NA,NA,,,127-202664,M70001902,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202664-001,2,202664,6X0,KI,,,,,,"127-202664, 10, RANI PINK, 1",M70001902,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,10,1,17,PLASTIC-BRANDED,2295
127-202664-002,2,202664,6X0,KI,,,,,,"127-202664, 12, RANI PINK, 1",M70001902,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,12,1,17,PLASTIC-BRANDED,2295
127-202664-003,2,202664,6X0,KI,,,,,,"127-202664, 6, RANI PINK, 1",M70001902,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,6,1,17,PLASTIC-BRANDED,2295
127-202664-004,2,202664,6X0,KI,,,,,,"127-202664, 8, RANI PINK, 1",M70001902,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,8,1,17,PLASTIC-BRANDED,2295
127-202664-005,2,202664,6X0,KI,,,,,,"127-202664, 1, RANI PINK, 1",M70001902,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,1,1,17,PLASTIC-BRANDED,2295
127-202664-006,2,202664,6X0,KI,,,,,,"127-202664, 2, RANI PINK, 1",M70001902,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,2,1,17,PLASTIC-BRANDED,2295
127-202664-007,2,202664,6X0,KI,,,,,,"127-202664, 3, RANI PINK, 1",M70001902,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,3,1,17,PLASTIC-BRANDED,2295
127-202678,1,202678,,KI,NULL,NA,NA,,,127-202678,M70001903,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202678-001,2,202678,4S0,KI,,,,,,"127-202678, 10, LIGHT BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,10,1,17,PLASTIC-BRANDED,2495
127-202678-002,2,202678,4S0,KI,,,,,,"127-202678, 12, LIGHT BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,12,1,17,PLASTIC-BRANDED,2495
127-202678-003,2,202678,4S0,KI,,,,,,"127-202678, 6, LIGHT BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,6,1,17,PLASTIC-BRANDED,2495
127-202678-004,2,202678,4S0,KI,,,,,,"127-202678, 8, LIGHT BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,8,1,17,PLASTIC-BRANDED,2495
127-202678-005,2,202678,4S0,KI,,,,,,"127-202678, 1, LIGHT BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,1,1,17,PLASTIC-BRANDED,2495
127-202678-006,2,202678,4S0,KI,,,,,,"127-202678, 2, LIGHT BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,2,1,17,PLASTIC-BRANDED,2495
127-202678-007,2,202678,4S0,KI,,,,,,"127-202678, 3, LIGHT BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,3,1,17,PLASTIC-BRANDED,2495
127-202680,1,202680,,KI,NULL,NA,NA,,,127-202680,M70001903,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202680-001,2,202680,4L9,KI,,,,,,"127-202680, 10, BLUE/NAVY, 1",M70001903,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,10,1,17,PLASTIC-BRANDED,2495
127-202680-002,2,202680,4L9,KI,,,,,,"127-202680, 12, BLUE/NAVY, 1",M70001903,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,12,1,17,PLASTIC-BRANDED,2495
127-202680-003,2,202680,4L9,KI,,,,,,"127-202680, 6, BLUE/NAVY, 1",M70001903,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,6,1,17,PLASTIC-BRANDED,2495
127-202680-004,2,202680,4L9,KI,,,,,,"127-202680, 8, BLUE/NAVY, 1",M70001903,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,8,1,17,PLASTIC-BRANDED,2495
127-202680-005,2,202680,4L9,KI,,,,,,"127-202680, 1, BLUE/NAVY, 1",M70001903,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,1,1,17,PLASTIC-BRANDED,2495
127-202680-006,2,202680,4L9,KI,,,,,,"127-202680, 2, BLUE/NAVY, 1",M70001903,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,2,1,17,PLASTIC-BRANDED,2495
127-202680-007,2,202680,4L9,KI,,,,,,"127-202680, 3, BLUE/NAVY, 1",M70001903,5,NOT ASSIGNED,127,CRC,DN,17,BLUE/NAVY,3,1,17,PLASTIC-BRANDED,2495
127-202683,1,202683,,KI,NULL,NA,NA,,,127-202683,M70001903,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202683-001,2,202683,40M,KI,,,,,,"127-202683, 10, TURQIUS, 1",M70001903,5,NOT ASSIGNED,127,CRC,TURQ,83,TURQIUS,10,1,17,PLASTIC-BRANDED,2495
127-202683-002,2,202683,40M,KI,,,,,,"127-202683, 12, TURQIUS, 1",M70001903,5,NOT ASSIGNED,127,CRC,TURQ,83,TURQIUS,12,1,17,PLASTIC-BRANDED,2495
127-202683-003,2,202683,40M,KI,,,,,,"127-202683, 4, TURQIUS, 1",M70001903,5,NOT ASSIGNED,127,CRC,TURQ,83,TURQIUS,4,1,17,PLASTIC-BRANDED,2495
127-202683-004,2,202683,40M,KI,,,,,,"127-202683, 6, TURQIUS, 1",M70001903,5,NOT ASSIGNED,127,CRC,TURQ,83,TURQIUS,6,1,17,PLASTIC-BRANDED,2495
127-202683-005,2,202683,40M,KI,,,,,,"127-202683, 8, TURQIUS, 1",M70001903,5,NOT ASSIGNED,127,CRC,TURQ,83,TURQIUS,8,1,17,PLASTIC-BRANDED,2495
127-202683-006,2,202683,40M,KI,,,,,,"127-202683, 1, TURQIUS, 1",M70001903,5,NOT ASSIGNED,127,CRC,TURQ,83,TURQIUS,1,1,17,PLASTIC-BRANDED,2495
127-202689,1,202689,,KI,NULL,NA,NA,,,127-202689,M70001903,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202689-001,2,202689,4DG,KI,,,,,,"127-202689, 10, BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,D,45,BLUE,10,1,17,PLASTIC-BRANDED,2495
127-202689-002,2,202689,4DG,KI,,,,,,"127-202689, 12, BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,D,45,BLUE,12,1,17,PLASTIC-BRANDED,2495
127-202689-003,2,202689,4DG,KI,,,,,,"127-202689, 4, BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,D,45,BLUE,4,1,17,PLASTIC-BRANDED,2495
127-202689-004,2,202689,4DG,KI,,,,,,"127-202689, 6, BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,D,45,BLUE,6,1,17,PLASTIC-BRANDED,2495
127-202689-005,2,202689,4DG,KI,,,,,,"127-202689, 8, BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,D,45,BLUE,8,1,17,PLASTIC-BRANDED,2495
127-202689-006,2,202689,4DG,KI,,,,,,"127-202689, 1, BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,D,45,BLUE,1,1,17,PLASTIC-BRANDED,2495
127-202689-007,2,202689,4DG,KI,,,,,,"127-202689, 2, BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,D,45,BLUE,2,1,17,PLASTIC-BRANDED,2495
127-202689-008,2,202689,4DG,KI,,,,,,"127-202689, 3, BLUE, 1",M70001903,5,NOT ASSIGNED,127,CRC,D,45,BLUE,3,1,17,PLASTIC-BRANDED,2495
127-202692,1,202692,,KI,NULL,NA,NA,,,127-202692,M70001910,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202692-001,2,202692,456,KI,,,,,,"127-202692, 10, LIGHT BLUE, 1",M70001910,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,10,1,17,PLASTIC-BRANDED,2495
127-202692-002,2,202692,456,KI,,,,,,"127-202692, 11, LIGHT BLUE, 1",M70001910,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,11,1,17,PLASTIC-BRANDED,2495
127-202692-003,2,202692,456,KI,,,,,,"127-202692, 12, LIGHT BLUE, 1",M70001910,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,12,1,17,PLASTIC-BRANDED,2495
127-202692-004,2,202692,456,KI,,,,,,"127-202692, 13, LIGHT BLUE, 1",M70001910,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,13,1,17,PLASTIC-BRANDED,2495
127-202692-005,2,202692,456,KI,,,,,,"127-202692, 4, LIGHT BLUE, 1",M70001910,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,4,1,17,PLASTIC-BRANDED,2495
127-202692-006,2,202692,456,KI,,,,,,"127-202692, 5, LIGHT BLUE, 1",M70001910,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,5,1,17,PLASTIC-BRANDED,2495
127-202692-007,2,202692,456,KI,,,,,,"127-202692, 6, LIGHT BLUE, 1",M70001910,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,6,1,17,PLASTIC-BRANDED,2495
127-202692-008,2,202692,456,KI,,,,,,"127-202692, 7, LIGHT BLUE, 1",M70001910,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,7,1,17,PLASTIC-BRANDED,2495
127-202692-009,2,202692,456,KI,,,,,,"127-202692, 8, LIGHT BLUE, 1",M70001910,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,8,1,17,PLASTIC-BRANDED,2495
127-202692-010,2,202692,456,KI,,,,,,"127-202692, 9, LIGHT BLUE, 1",M70001910,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,9,1,17,PLASTIC-BRANDED,2495
127-202692-011,2,202692,1,KI,,,,,,"127-202692, 10, BLACK, 1",M70001910,5,NOT ASSIGNED,127,CRC,C,11,BLACK,10,1,17,PLASTIC-BRANDED,2495
127-202692-012,2,202692,1,KI,,,,,,"127-202692, 11, BLACK, 1",M70001910,5,NOT ASSIGNED,127,CRC,C,11,BLACK,11,1,17,PLASTIC-BRANDED,2495
127-202692-013,2,202692,1,KI,,,,,,"127-202692, 12, BLACK, 1",M70001910,5,NOT ASSIGNED,127,CRC,C,11,BLACK,12,1,17,PLASTIC-BRANDED,2495
127-202692-014,2,202692,1,KI,,,,,,"127-202692, 13, BLACK, 1",M70001910,5,NOT ASSIGNED,127,CRC,C,11,BLACK,13,1,17,PLASTIC-BRANDED,2495
127-202692-015,2,202692,1,KI,,,,,,"127-202692, 4, BLACK, 1",M70001910,5,NOT ASSIGNED,127,CRC,C,11,BLACK,4,1,17,PLASTIC-BRANDED,2495
127-202692-016,2,202692,1,KI,,,,,,"127-202692, 5, BLACK, 1",M70001910,5,NOT ASSIGNED,127,CRC,C,11,BLACK,5,1,17,PLASTIC-BRANDED,2495
127-202692-017,2,202692,1,KI,,,,,,"127-202692, 6, BLACK, 1",M70001910,5,NOT ASSIGNED,127,CRC,C,11,BLACK,6,1,17,PLASTIC-BRANDED,2495
127-202692-018,2,202692,1,KI,,,,,,"127-202692, 7, BLACK, 1",M70001910,5,NOT ASSIGNED,127,CRC,C,11,BLACK,7,1,17,PLASTIC-BRANDED,2495
127-202692-019,2,202692,1,KI,,,,,,"127-202692, 8, BLACK, 1",M70001910,5,NOT ASSIGNED,127,CRC,C,11,BLACK,8,1,17,PLASTIC-BRANDED,2495
127-202692-020,2,202692,1,KI,,,,,,"127-202692, 9, BLACK, 1",M70001910,5,NOT ASSIGNED,127,CRC,C,11,BLACK,9,1,17,PLASTIC-BRANDED,2495
127-202696,1,202696,,KI,NULL,NA,NA,,,127-202696,M70001903,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202696-001,2,202696,6LX,KI,,,,,,"127-202696, 10, PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,P,24,PINK,10,1,17,PLASTIC-BRANDED,2495
127-202696-002,2,202696,6LX,KI,,,,,,"127-202696, 12, PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,P,24,PINK,12,1,17,PLASTIC-BRANDED,2495
127-202696-003,2,202696,6LX,KI,,,,,,"127-202696, 4, PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,P,24,PINK,4,1,17,PLASTIC-BRANDED,2495
127-202696-004,2,202696,6LX,KI,,,,,,"127-202696, 6, PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,P,24,PINK,6,1,17,PLASTIC-BRANDED,2495
127-202696-005,2,202696,6LX,KI,,,,,,"127-202696, 8, PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,P,24,PINK,8,1,17,PLASTIC-BRANDED,2495
127-202696-006,2,202696,6LX,KI,,,,,,"127-202696, 1, PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,P,24,PINK,1,1,17,PLASTIC-BRANDED,2495
127-202706,1,202706,,KI,NULL,NA,NA,,,127-202706,M70001903,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202706-001,2,202706,6FJ,KI,,,,,,"127-202706, 10, LIGHT PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,LP,78,LIGHT PINK,10,1,17,PLASTIC-BRANDED,2495
127-202706-002,2,202706,6FJ,KI,,,,,,"127-202706, 12, LIGHT PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,LP,78,LIGHT PINK,12,1,17,PLASTIC-BRANDED,2495
127-202706-003,2,202706,6FJ,KI,,,,,,"127-202706, 4, LIGHT PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,LP,78,LIGHT PINK,4,1,17,PLASTIC-BRANDED,2495
127-202706-004,2,202706,6FJ,KI,,,,,,"127-202706, 6, LIGHT PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,LP,78,LIGHT PINK,6,1,17,PLASTIC-BRANDED,2495
127-202706-005,2,202706,6FJ,KI,,,,,,"127-202706, 8, LIGHT PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,LP,78,LIGHT PINK,8,1,17,PLASTIC-BRANDED,2495
127-202706-006,2,202706,6FJ,KI,,,,,,"127-202706, 1, LIGHT PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,LP,78,LIGHT PINK,1,1,17,PLASTIC-BRANDED,2495
127-202706-007,2,202706,6FJ,KI,,,,,,"127-202706, 2, LIGHT PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,LP,78,LIGHT PINK,2,1,17,PLASTIC-BRANDED,2495
127-202706-008,2,202706,6FJ,KI,,,,,,"127-202706, 3, LIGHT PINK, 1",M70001903,5,NOT ASSIGNED,127,CRC,LP,78,LIGHT PINK,3,1,17,PLASTIC-BRANDED,2495
127-202707,1,202707,,KG,NULL,NA,NA,,,127-202707,M70001923,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202707-001,2,202707,4O9,KG,,,,,,"127-202707, 10, LIGHT BLUE, 1",M70001923,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,10,1,17,PLASTIC-BRANDED,1995
127-202707-002,2,202707,4O9,KG,,,,,,"127-202707, 11, LIGHT BLUE, 1",M70001923,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,11,1,17,PLASTIC-BRANDED,1995
127-202707-003,2,202707,4O9,KG,,,,,,"127-202707, 12, LIGHT BLUE, 1",M70001923,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,12,1,17,PLASTIC-BRANDED,1995
127-202707-004,2,202707,4O9,KG,,,,,,"127-202707, 13, LIGHT BLUE, 1",M70001923,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,13,1,17,PLASTIC-BRANDED,1995
127-202707-005,2,202707,4O9,KG,,,,,,"127-202707, 4, LIGHT BLUE, 1",M70001923,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,4,1,17,PLASTIC-BRANDED,1995
127-202707-006,2,202707,4O9,KG,,,,,,"127-202707, 5, LIGHT BLUE, 1",M70001923,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,5,1,17,PLASTIC-BRANDED,1995
127-202707-007,2,202707,4O9,KG,,,,,,"127-202707, 6, LIGHT BLUE, 1",M70001923,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,6,1,17,PLASTIC-BRANDED,1995
127-202707-008,2,202707,4O9,KG,,,,,,"127-202707, 7, LIGHT BLUE, 1",M70001923,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,7,1,17,PLASTIC-BRANDED,1995
127-202707-009,2,202707,4O9,KG,,,,,,"127-202707, 8, LIGHT BLUE, 1",M70001923,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,8,1,17,PLASTIC-BRANDED,1995
127-202707-010,2,202707,4O9,KG,,,,,,"127-202707, 9, LIGHT BLUE, 1",M70001923,5,NOT ASSIGNED,127,CRC,LD,32,LIGHT BLUE,9,1,17,PLASTIC-BRANDED,1995
127-202707-011,2,202707,652,KG,,,,,,"127-202707, 10, RANI PINK, 1",M70001923,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,10,1,17,PLASTIC-BRANDED,1995
127-202707-012,2,202707,652,KG,,,,,,"127-202707, 11, RANI PINK, 1",M70001923,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,11,1,17,PLASTIC-BRANDED,1995
127-202707-013,2,202707,652,KG,,,,,,"127-202707, 12, RANI PINK, 1",M70001923,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,12,1,17,PLASTIC-BRANDED,1995
127-202707-014,2,202707,652,KG,,,,,,"127-202707, 13, RANI PINK, 1",M70001923,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,13,1,17,PLASTIC-BRANDED,1995
127-202707-015,2,202707,652,KG,,,,,,"127-202707, 4, RANI PINK, 1",M70001923,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,4,1,17,PLASTIC-BRANDED,1995
127-202707-016,2,202707,652,KG,,,,,,"127-202707, 5, RANI PINK, 1",M70001923,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,5,1,17,PLASTIC-BRANDED,1995
127-202707-017,2,202707,652,KG,,,,,,"127-202707, 6, RANI PINK, 1",M70001923,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,6,1,17,PLASTIC-BRANDED,1995
127-202707-018,2,202707,652,KG,,,,,,"127-202707, 7, RANI PINK, 1",M70001923,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,7,1,17,PLASTIC-BRANDED,1995
127-202707-019,2,202707,652,KG,,,,,,"127-202707, 8, RANI PINK, 1",M70001923,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,8,1,17,PLASTIC-BRANDED,1995
127-202707-020,2,202707,652,KG,,,,,,"127-202707, 9, RANI PINK, 1",M70001923,5,NOT ASSIGNED,127,CRC,RP,48,RANI PINK,9,1,17,PLASTIC-BRANDED,1995
127-202708,1,202708,,KG,NULL,NA,NA,,,127-202708,M70001918,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202708-001,2,202708,675,KG,,,,,,"127-202708, 10, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,10,1,17,PLASTIC-BRANDED,2995
127-202708-002,2,202708,675,KG,,,,,,"127-202708, 11, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,11,1,17,PLASTIC-BRANDED,2995
127-202708-003,2,202708,675,KG,,,,,,"127-202708, 12, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,12,1,17,PLASTIC-BRANDED,2995
127-202708-004,2,202708,675,KG,,,,,,"127-202708, 13, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,13,1,17,PLASTIC-BRANDED,2995
127-202708-005,2,202708,675,KG,,,,,,"127-202708, 9, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,9,1,17,PLASTIC-BRANDED,2995
127-202708-006,2,202708,675,KG,,,,,,"127-202708, 1, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,1,1,17,PLASTIC-BRANDED,2995
127-202708-007,2,202708,675,KG,,,,,,"127-202708, 2, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,2,1,17,PLASTIC-BRANDED,2995
127-202708-008,2,202708,675,KG,,,,,,"127-202708, 3, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,3,1,17,PLASTIC-BRANDED,2995
127-202708-009,2,202708,675,KG,,,,,,"127-202708, 4, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,4,1,17,PLASTIC-BRANDED,2995
127-202708-010,2,202708,675,KG,,,,,,"127-202708, 5, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,5,1,17,PLASTIC-BRANDED,2995
127-202708-011,2,202708,675,KG,,,,,,"127-202708, 6, PINK, 1",M70001918,5,NOT ASSIGNED,127,CRC,P,24,PINK,6,1,17,PLASTIC-BRANDED,2995
127-202851,1,202851,,KI,NULL,NA,NA,,,127-202851,M70001903,,,127,CRC,,0,,,,17,PLASTIC-BRANDED,0
127-202851-001,2,202851,90H,KI,,,,,,"127-202851, 10, BEIGE\RED, 1",M70001903,5,NOT ASSIGNED,127,CRC,FE,89,BEIGE\RED,10,1,17,PLASTIC-BRANDED,2495
127-202851-002,2,202851,90H,KI,,,,,,"127-202851, 12, BEIGE\RED, 1",M70001903,5,NOT ASSIGNED,127,CRC,FE,89,BEIGE\RED,12,1,17,PLASTIC-BRANDED,2495
127-202851-003,2,202851,90H,KI,,,,,,"127-202851, 4, BEIGE\RED, 1",M70001903,5,NOT ASSIGNED,127,CRC,FE,89,BEIGE\RED,4,1,17,PLASTIC-BRANDED,2495
